"dbn","grade","year","subject","n","score"
"01M450","7",2010,"ELA",64,658
"01M450","7",2011,"ELA",63,657
"01M450","7",2012,"ELA",62,662
"01M450","8",2006,"ELA",95,635
"01M450","8",2007,"ELA",86,639
"01M450","8",2008,"ELA",75,642
"01M450","8",2009,"ELA",74,651
"01M450","8",2010,"ELA",62,655
"01M450","8",2011,"ELA",57,646
"01M450","8",2012,"ELA",68,651
"01M450","All Grades",2006,"ELA",184,NA
"01M450","All Grades",2007,"ELA",208,NA
"01M450","All Grades",2008,"ELA",198,NA
"01M450","All Grades",2009,"ELA",185,NA
"01M450","All Grades",2010,"ELA",189,NA
"01M450","All Grades",2011,"ELA",183,654
"01M450","All Grades",2012,"ELA",209,658
"01M539","3",2006,"ELA",56,712
"01M539","3",2007,"ELA",62,706
"01M539","3",2008,"ELA",56,707
"01M539","3",2009,"ELA",73,720
"01M539","3",2010,"ELA",105,716
"01M539","3",2011,"ELA",109,689
"01M539","3",2012,"ELA",103,691
"01M539","4",2006,"ELA",59,705
"01M539","4",2007,"ELA",50,702
"01M539","4",2008,"ELA",66,698
"01M539","4",2009,"ELA",61,712
"01M539","4",2010,"ELA",74,708
"01M539","4",2011,"ELA",102,710
"01M539","4",2012,"ELA",104,709
"01M539","5",2007,"ELA",57,704
"01M539","5",2008,"ELA",57,713
"01M539","5",2009,"ELA",65,708
"01M539","5",2010,"ELA",62,715
"01M539","5",2011,"ELA",74,697
"01M539","5",2012,"ELA",102,694
"01M539","6",2006,"ELA",81,708
"01M539","6",2007,"ELA",72,706
"01M539","6",2008,"ELA",115,696
"01M539","6",2009,"ELA",154,707
"01M539","6",2010,"ELA",133,700
"01M539","6",2011,"ELA",134,691
"01M539","6",2012,"ELA",145,687
"01M539","7",2006,"ELA",92,710
"01M539","7",2007,"ELA",68,700
"01M539","7",2008,"ELA",72,705
"01M539","7",2009,"ELA",112,694
"01M539","7",2010,"ELA",143,719
"01M539","7",2011,"ELA",115,685
"01M539","7",2012,"ELA",123,689
"01M539","8",2006,"ELA",46,712
"01M539","8",2007,"ELA",81,714
"01M539","8",2008,"ELA",63,700
"01M539","8",2009,"ELA",70,697
"01M539","8",2010,"ELA",108,701
"01M539","8",2011,"ELA",142,677
"01M539","8",2012,"ELA",112,684
"01M539","All Grades",2006,"ELA",334,NA
"01M539","All Grades",2007,"ELA",390,NA
"01M539","All Grades",2008,"ELA",429,NA
"01M539","All Grades",2009,"ELA",535,NA
"01M539","All Grades",2010,"ELA",625,NA
"01M539","All Grades",2011,"ELA",676,690
"01M539","All Grades",2012,"ELA",689,692
"01M839","6",2007,"ELA",104,658
"01M839","6",2008,"ELA",115,659
"01M839","6",2009,"ELA",124,662
"01M839","6",2010,"ELA",113,663
"01M839","6",2011,"ELA",121,662
"01M839","6",2012,"ELA",130,664
"01M839","7",2006,"ELA",102,652
"01M839","7",2007,"ELA",111,656
"01M839","7",2008,"ELA",115,662
"01M839","7",2009,"ELA",114,669
"01M839","7",2010,"ELA",122,672
"01M839","7",2011,"ELA",111,667
"01M839","7",2012,"ELA",119,668
"01M839","8",2006,"ELA",110,648
"01M839","8",2007,"ELA",102,659
"01M839","8",2008,"ELA",112,669
"01M839","8",2009,"ELA",111,666
"01M839","8",2010,"ELA",118,669
"01M839","8",2011,"ELA",125,655
"01M839","8",2012,"ELA",109,664
"01M839","All Grades",2006,"ELA",212,NA
"01M839","All Grades",2007,"ELA",317,NA
"01M839","All Grades",2008,"ELA",342,NA
"01M839","All Grades",2009,"ELA",349,NA
"01M839","All Grades",2010,"ELA",353,NA
"01M839","All Grades",2011,"ELA",357,661
"01M839","All Grades",2012,"ELA",358,665
"02M001","3",2006,"ELA",78,680
"02M001","3",2007,"ELA",85,673
"02M001","3",2008,"ELA",73,671
"02M001","3",2009,"ELA",93,665
"02M001","3",2010,"ELA",59,664
"02M001","3",2011,"ELA",68,661
"02M001","3",2012,"ELA",77,660
"02M001","4",2006,"ELA",90,667
"02M001","4",2007,"ELA",96,670
"02M001","4",2008,"ELA",79,662
"02M001","4",2009,"ELA",69,672
"02M001","4",2010,"ELA",84,669
"02M001","4",2011,"ELA",64,669
"02M001","4",2012,"ELA",66,670
"02M001","5",2006,"ELA",87,657
"02M001","5",2007,"ELA",92,664
"02M001","5",2008,"ELA",81,672
"02M001","5",2009,"ELA",78,669
"02M001","5",2010,"ELA",62,670
"02M001","5",2011,"ELA",88,663
"02M001","5",2012,"ELA",62,671
"02M001","All Grades",2006,"ELA",255,NA
"02M001","All Grades",2007,"ELA",273,NA
"02M001","All Grades",2008,"ELA",233,NA
"02M001","All Grades",2009,"ELA",240,NA
"02M001","All Grades",2010,"ELA",205,NA
"02M001","All Grades",2011,"ELA",220,664
"02M001","All Grades",2012,"ELA",205,666
"02M002","3",2006,"ELA",70,674
"02M002","3",2007,"ELA",94,666
"02M002","3",2008,"ELA",113,659
"02M002","3",2009,"ELA",126,665
"02M002","3",2010,"ELA",106,663
"02M002","3",2011,"ELA",118,660
"02M002","3",2012,"ELA",136,659
"02M002","4",2006,"ELA",96,658
"02M002","4",2007,"ELA",108,655
"02M002","4",2008,"ELA",101,663
"02M002","4",2009,"ELA",108,672
"02M002","4",2010,"ELA",116,676
"02M002","4",2011,"ELA",126,679
"02M002","4",2012,"ELA",121,678
"02M002","5",2006,"ELA",85,674
"02M002","5",2007,"ELA",111,657
"02M002","5",2008,"ELA",100,671
"02M002","5",2009,"ELA",107,680
"02M002","5",2010,"ELA",112,680
"02M002","5",2011,"ELA",137,665
"02M002","5",2012,"ELA",127,667
"02M002","All Grades",2006,"ELA",251,NA
"02M002","All Grades",2007,"ELA",313,NA
"02M002","All Grades",2008,"ELA",314,NA
"02M002","All Grades",2009,"ELA",341,NA
"02M002","All Grades",2010,"ELA",334,NA
"02M002","All Grades",2011,"ELA",381,668
"02M002","All Grades",2012,"ELA",384,668
"02M003","3",2006,"ELA",69,686
"02M003","3",2007,"ELA",88,691
"02M003","3",2008,"ELA",74,684
"02M003","3",2009,"ELA",99,684
"02M003","3",2010,"ELA",80,689
"02M003","3",2011,"ELA",103,680
"02M003","3",2012,"ELA",111,674
"02M003","4",2006,"ELA",86,666
"02M003","4",2007,"ELA",58,683
"02M003","4",2008,"ELA",84,680
"02M003","4",2009,"ELA",77,680
"02M003","4",2010,"ELA",99,681
"02M003","4",2011,"ELA",79,684
"02M003","4",2012,"ELA",101,692
"02M003","5",2006,"ELA",102,677
"02M003","5",2007,"ELA",70,684
"02M003","5",2008,"ELA",62,680
"02M003","5",2009,"ELA",82,707
"02M003","5",2010,"ELA",72,682
"02M003","5",2011,"ELA",99,672
"02M003","5",2012,"ELA",78,676
"02M003","All Grades",2006,"ELA",257,NA
"02M003","All Grades",2007,"ELA",216,NA
"02M003","All Grades",2008,"ELA",220,NA
"02M003","All Grades",2009,"ELA",258,NA
"02M003","All Grades",2010,"ELA",251,NA
"02M003","All Grades",2011,"ELA",281,678
"02M003","All Grades",2012,"ELA",290,681
"02M006","3",2006,"ELA",144,692
"02M006","3",2007,"ELA",130,699
"02M006","3",2008,"ELA",122,683
"02M006","3",2009,"ELA",126,694
"02M006","3",2010,"ELA",107,683
"02M006","3",2011,"ELA",135,677
"02M006","3",2012,"ELA",138,682
"02M006","4",2006,"ELA",135,689
"02M006","4",2007,"ELA",146,684
"02M006","4",2008,"ELA",129,698
"02M006","4",2009,"ELA",119,690
"02M006","4",2010,"ELA",116,693
"02M006","4",2011,"ELA",114,696
"02M006","4",2012,"ELA",133,698
"02M006","5",2006,"ELA",137,699
"02M006","5",2007,"ELA",125,698
"02M006","5",2008,"ELA",125,686
"02M006","5",2009,"ELA",125,694
"02M006","5",2010,"ELA",113,680
"02M006","5",2011,"ELA",112,684
"02M006","5",2012,"ELA",108,684
"02M006","All Grades",2006,"ELA",416,NA
"02M006","All Grades",2007,"ELA",401,NA
"02M006","All Grades",2008,"ELA",376,NA
"02M006","All Grades",2009,"ELA",370,NA
"02M006","All Grades",2010,"ELA",336,NA
"02M006","All Grades",2011,"ELA",361,685
"02M006","All Grades",2012,"ELA",379,688
"02M011","3",2006,"ELA",70,684
"02M011","3",2007,"ELA",72,664
"02M011","3",2008,"ELA",70,670
"02M011","3",2009,"ELA",73,673
"02M011","3",2010,"ELA",85,687
"02M011","3",2011,"ELA",95,674
"02M011","3",2012,"ELA",114,674
"02M011","4",2006,"ELA",80,657
"02M011","4",2007,"ELA",72,672
"02M011","4",2008,"ELA",71,662
"02M011","4",2009,"ELA",66,679
"02M011","4",2010,"ELA",73,678
"02M011","4",2011,"ELA",85,680
"02M011","4",2012,"ELA",90,690
"02M011","5",2006,"ELA",83,665
"02M011","5",2007,"ELA",76,665
"02M011","5",2008,"ELA",70,671
"02M011","5",2009,"ELA",71,675
"02M011","5",2010,"ELA",68,690
"02M011","5",2011,"ELA",75,675
"02M011","5",2012,"ELA",83,676
"02M011","All Grades",2006,"ELA",233,NA
"02M011","All Grades",2007,"ELA",220,NA
"02M011","All Grades",2008,"ELA",211,NA
"02M011","All Grades",2009,"ELA",210,NA
"02M011","All Grades",2010,"ELA",226,NA
"02M011","All Grades",2011,"ELA",255,676
"02M011","All Grades",2012,"ELA",287,680
"02M033","3",2006,"ELA",31,676
"02M033","3",2007,"ELA",43,671
"02M033","3",2008,"ELA",49,664
"02M033","3",2009,"ELA",49,676
"02M033","3",2010,"ELA",30,689
"02M033","3",2011,"ELA",47,663
"02M033","3",2012,"ELA",61,676
"02M033","4",2006,"ELA",26,661
"02M033","4",2007,"ELA",41,650
"02M033","4",2008,"ELA",44,658
"02M033","4",2009,"ELA",47,671
"02M033","4",2010,"ELA",50,670
"02M033","4",2011,"ELA",36,679
"02M033","4",2012,"ELA",43,678
"02M033","5",2006,"ELA",49,653
"02M033","5",2007,"ELA",36,657
"02M033","5",2008,"ELA",43,678
"02M033","5",2009,"ELA",46,679
"02M033","5",2010,"ELA",45,681
"02M033","5",2011,"ELA",54,669
"02M033","5",2012,"ELA",46,668
"02M033","All Grades",2006,"ELA",106,NA
"02M033","All Grades",2007,"ELA",120,NA
"02M033","All Grades",2008,"ELA",136,NA
"02M033","All Grades",2009,"ELA",142,NA
"02M033","All Grades",2010,"ELA",125,NA
"02M033","All Grades",2011,"ELA",137,670
"02M033","All Grades",2012,"ELA",150,674
"02M040","3",2006,"ELA",83,686
"02M040","3",2007,"ELA",82,697
"02M040","3",2008,"ELA",87,697
"02M040","3",2009,"ELA",78,695
"02M040","3",2010,"ELA",82,689
"02M040","3",2011,"ELA",88,674
"02M040","3",2012,"ELA",74,674
"02M040","4",2006,"ELA",75,677
"02M040","4",2007,"ELA",77,691
"02M040","4",2008,"ELA",79,694
"02M040","4",2009,"ELA",81,698
"02M040","4",2010,"ELA",75,694
"02M040","4",2011,"ELA",82,690
"02M040","4",2012,"ELA",90,696
"02M040","5",2006,"ELA",75,677
"02M040","5",2007,"ELA",74,679
"02M040","5",2008,"ELA",74,685
"02M040","5",2009,"ELA",76,697
"02M040","5",2010,"ELA",82,692
"02M040","5",2011,"ELA",76,688
"02M040","5",2012,"ELA",81,680
"02M040","All Grades",2006,"ELA",233,NA
"02M040","All Grades",2007,"ELA",233,NA
"02M040","All Grades",2008,"ELA",240,NA
"02M040","All Grades",2009,"ELA",235,NA
"02M040","All Grades",2010,"ELA",239,NA
"02M040","All Grades",2011,"ELA",246,684
"02M040","All Grades",2012,"ELA",245,684
"02M041","3",2006,"ELA",87,693
"02M041","3",2007,"ELA",112,700
"02M041","3",2008,"ELA",122,696
"02M041","3",2009,"ELA",104,689
"02M041","3",2010,"ELA",120,699
"02M041","3",2011,"ELA",111,681
"02M041","3",2012,"ELA",123,679
"02M041","4",2006,"ELA",111,692
"02M041","4",2007,"ELA",84,690
"02M041","4",2008,"ELA",109,685
"02M041","4",2009,"ELA",114,699
"02M041","4",2010,"ELA",104,689
"02M041","4",2011,"ELA",117,701
"02M041","4",2012,"ELA",117,700
"02M041","5",2006,"ELA",102,699
"02M041","5",2007,"ELA",112,696
"02M041","5",2008,"ELA",79,686
"02M041","5",2009,"ELA",105,697
"02M041","5",2010,"ELA",111,697
"02M041","5",2011,"ELA",104,680
"02M041","5",2012,"ELA",113,685
"02M041","All Grades",2006,"ELA",300,NA
"02M041","All Grades",2007,"ELA",308,NA
"02M041","All Grades",2008,"ELA",310,NA
"02M041","All Grades",2009,"ELA",323,NA
"02M041","All Grades",2010,"ELA",335,NA
"02M041","All Grades",2011,"ELA",332,688
"02M041","All Grades",2012,"ELA",353,688
"02M042","3",2006,"ELA",90,681
"02M042","3",2007,"ELA",102,676
"02M042","3",2008,"ELA",123,663
"02M042","3",2009,"ELA",112,674
"02M042","3",2010,"ELA",110,672
"02M042","3",2011,"ELA",116,667
"02M042","3",2012,"ELA",114,664
"02M042","4",2006,"ELA",90,681
"02M042","4",2007,"ELA",88,667
"02M042","4",2008,"ELA",95,678
"02M042","4",2009,"ELA",119,682
"02M042","4",2010,"ELA",111,680
"02M042","4",2011,"ELA",112,679
"02M042","4",2012,"ELA",107,686
"02M042","5",2006,"ELA",107,672
"02M042","5",2007,"ELA",97,672
"02M042","5",2008,"ELA",85,665
"02M042","5",2009,"ELA",96,693
"02M042","5",2010,"ELA",119,687
"02M042","5",2011,"ELA",123,670
"02M042","5",2012,"ELA",112,677
"02M042","All Grades",2006,"ELA",287,NA
"02M042","All Grades",2007,"ELA",287,NA
"02M042","All Grades",2008,"ELA",303,NA
"02M042","All Grades",2009,"ELA",327,NA
"02M042","All Grades",2010,"ELA",340,NA
"02M042","All Grades",2011,"ELA",351,672
"02M042","All Grades",2012,"ELA",333,676
"02M051","3",2006,"ELA",40,666
"02M051","3",2007,"ELA",46,657
"02M051","3",2008,"ELA",37,675
"02M051","3",2009,"ELA",42,676
"02M051","3",2010,"ELA",41,661
"02M051","3",2011,"ELA",53,660
"02M051","3",2012,"ELA",47,660
"02M051","4",2006,"ELA",42,661
"02M051","4",2007,"ELA",44,659
"02M051","4",2008,"ELA",42,652
"02M051","4",2009,"ELA",35,670
"02M051","4",2010,"ELA",50,677
"02M051","4",2011,"ELA",49,676
"02M051","4",2012,"ELA",55,664
"02M051","5",2006,"ELA",30,672
"02M051","5",2007,"ELA",41,661
"02M051","5",2008,"ELA",40,676
"02M051","5",2009,"ELA",40,663
"02M051","5",2010,"ELA",34,687
"02M051","5",2011,"ELA",51,670
"02M051","5",2012,"ELA",43,672
"02M051","All Grades",2006,"ELA",112,NA
"02M051","All Grades",2007,"ELA",131,NA
"02M051","All Grades",2008,"ELA",119,NA
"02M051","All Grades",2009,"ELA",117,NA
"02M051","All Grades",2010,"ELA",125,NA
"02M051","All Grades",2011,"ELA",153,668
"02M051","All Grades",2012,"ELA",145,665
"02M059","3",2006,"ELA",52,677
"02M059","3",2007,"ELA",54,683
"02M059","3",2008,"ELA",68,680
"02M059","3",2009,"ELA",67,673
"02M059","3",2010,"ELA",66,680
"02M059","3",2011,"ELA",81,671
"02M059","3",2012,"ELA",88,676
"02M059","4",2006,"ELA",55,685
"02M059","4",2007,"ELA",56,677
"02M059","4",2008,"ELA",55,677
"02M059","4",2009,"ELA",69,684
"02M059","4",2010,"ELA",64,677
"02M059","4",2011,"ELA",70,690
"02M059","4",2012,"ELA",81,692
"02M059","5",2006,"ELA",40,661
"02M059","5",2007,"ELA",54,677
"02M059","5",2008,"ELA",56,676
"02M059","5",2009,"ELA",53,681
"02M059","5",2010,"ELA",68,686
"02M059","5",2011,"ELA",64,677
"02M059","5",2012,"ELA",64,678
"02M059","All Grades",2006,"ELA",147,NA
"02M059","All Grades",2007,"ELA",164,NA
"02M059","All Grades",2008,"ELA",179,NA
"02M059","All Grades",2009,"ELA",189,NA
"02M059","All Grades",2010,"ELA",198,NA
"02M059","All Grades",2011,"ELA",215,679
"02M059","All Grades",2012,"ELA",233,682
"02M077","3",2006,"ELA",58,700
"02M077","3",2007,"ELA",57,720
"02M077","3",2008,"ELA",58,722
"02M077","3",2009,"ELA",59,709
"02M077","3",2010,"ELA",59,695
"02M077","3",2011,"ELA",57,690
"02M077","3",2012,"ELA",61,686
"02M077","4",2006,"ELA",59,700
"02M077","4",2007,"ELA",57,708
"02M077","4",2008,"ELA",58,722
"02M077","4",2009,"ELA",53,717
"02M077","4",2010,"ELA",57,710
"02M077","4",2011,"ELA",62,704
"02M077","4",2012,"ELA",54,713
"02M077","5",2006,"ELA",58,708
"02M077","5",2007,"ELA",54,706
"02M077","5",2008,"ELA",60,700
"02M077","5",2009,"ELA",52,728
"02M077","5",2010,"ELA",50,716
"02M077","5",2011,"ELA",56,693
"02M077","5",2012,"ELA",58,687
"02M077","All Grades",2006,"ELA",175,NA
"02M077","All Grades",2007,"ELA",168,NA
"02M077","All Grades",2008,"ELA",176,NA
"02M077","All Grades",2009,"ELA",164,NA
"02M077","All Grades",2010,"ELA",166,NA
"02M077","All Grades",2011,"ELA",175,696
"02M077","All Grades",2012,"ELA",173,695
"02M089","3",2006,"ELA",60,686
"02M089","3",2007,"ELA",65,708
"02M089","3",2008,"ELA",73,691
"02M089","3",2009,"ELA",71,692
"02M089","3",2010,"ELA",86,694
"02M089","3",2011,"ELA",76,678
"02M089","3",2012,"ELA",100,675
"02M089","4",2006,"ELA",69,687
"02M089","4",2007,"ELA",58,683
"02M089","4",2008,"ELA",67,679
"02M089","4",2009,"ELA",64,689
"02M089","4",2010,"ELA",65,690
"02M089","4",2011,"ELA",94,688
"02M089","4",2012,"ELA",76,695
"02M089","5",2006,"ELA",48,673
"02M089","5",2007,"ELA",66,678
"02M089","5",2008,"ELA",54,681
"02M089","5",2009,"ELA",61,689
"02M089","5",2010,"ELA",66,689
"02M089","5",2011,"ELA",71,679
"02M089","5",2012,"ELA",93,681
"02M089","All Grades",2006,"ELA",177,NA
"02M089","All Grades",2007,"ELA",189,NA
"02M089","All Grades",2008,"ELA",194,NA
"02M089","All Grades",2009,"ELA",196,NA
"02M089","All Grades",2010,"ELA",217,NA
"02M089","All Grades",2011,"ELA",241,682
"02M089","All Grades",2012,"ELA",269,683
"02M104","6",2006,"ELA",331,667
"02M104","6",2007,"ELA",308,668
"02M104","6",2008,"ELA",300,660
"02M104","6",2009,"ELA",272,673
"02M104","6",2010,"ELA",319,666
"02M104","6",2011,"ELA",319,667
"02M104","6",2012,"ELA",341,665
"02M104","7",2006,"ELA",323,665
"02M104","7",2007,"ELA",343,668
"02M104","7",2008,"ELA",316,669
"02M104","7",2009,"ELA",305,670
"02M104","7",2010,"ELA",283,674
"02M104","7",2011,"ELA",342,667
"02M104","7",2012,"ELA",320,671
"02M104","8",2006,"ELA",441,663
"02M104","8",2007,"ELA",335,669
"02M104","8",2008,"ELA",357,664
"02M104","8",2009,"ELA",335,664
"02M104","8",2010,"ELA",316,663
"02M104","8",2011,"ELA",285,657
"02M104","8",2012,"ELA",343,664
"02M104","All Grades",2006,"ELA",1095,NA
"02M104","All Grades",2007,"ELA",986,NA
"02M104","All Grades",2008,"ELA",973,NA
"02M104","All Grades",2009,"ELA",912,NA
"02M104","All Grades",2010,"ELA",918,NA
"02M104","All Grades",2011,"ELA",946,664
"02M104","All Grades",2012,"ELA",1004,666
"02M111","3",2006,"ELA",41,654
"02M111","3",2007,"ELA",40,646
"02M111","3",2008,"ELA",41,661
"02M111","3",2009,"ELA",54,652
"02M111","3",2010,"ELA",41,661
"02M111","3",2011,"ELA",61,659
"02M111","3",2012,"ELA",45,656
"02M111","4",2006,"ELA",43,654
"02M111","4",2007,"ELA",41,654
"02M111","4",2008,"ELA",42,652
"02M111","4",2009,"ELA",50,652
"02M111","4",2010,"ELA",55,659
"02M111","4",2011,"ELA",48,665
"02M111","4",2012,"ELA",56,665
"02M111","5",2006,"ELA",56,644
"02M111","5",2007,"ELA",44,668
"02M111","5",2008,"ELA",45,659
"02M111","5",2009,"ELA",45,658
"02M111","5",2010,"ELA",53,658
"02M111","5",2011,"ELA",59,659
"02M111","5",2012,"ELA",49,659
"02M111","6",2006,"ELA",70,643
"02M111","6",2007,"ELA",65,644
"02M111","6",2008,"ELA",53,651
"02M111","6",2009,"ELA",58,659
"02M111","6",2010,"ELA",57,652
"02M111","6",2011,"ELA",66,658
"02M111","6",2012,"ELA",51,652
"02M111","7",2006,"ELA",50,632
"02M111","7",2007,"ELA",66,650
"02M111","7",2008,"ELA",66,657
"02M111","7",2009,"ELA",57,658
"02M111","7",2010,"ELA",60,657
"02M111","7",2011,"ELA",75,654
"02M111","7",2012,"ELA",64,655
"02M111","8",2006,"ELA",77,631
"02M111","8",2007,"ELA",61,644
"02M111","8",2008,"ELA",69,646
"02M111","8",2009,"ELA",69,654
"02M111","8",2010,"ELA",69,649
"02M111","8",2011,"ELA",68,646
"02M111","8",2012,"ELA",75,647
"02M111","All Grades",2006,"ELA",337,NA
"02M111","All Grades",2007,"ELA",317,NA
"02M111","All Grades",2008,"ELA",316,NA
"02M111","All Grades",2009,"ELA",333,NA
"02M111","All Grades",2010,"ELA",335,NA
"02M111","All Grades",2011,"ELA",377,656
"02M111","All Grades",2012,"ELA",340,655
"02M114","6",2006,"ELA",123,685
"02M114","6",2007,"ELA",123,702
"02M114","6",2008,"ELA",121,684
"02M114","6",2009,"ELA",134,695
"02M114","6",2010,"ELA",136,678
"02M114","6",2011,"ELA",170,681
"02M114","6",2012,"ELA",146,679
"02M114","7",2006,"ELA",109,692
"02M114","7",2007,"ELA",118,688
"02M114","7",2008,"ELA",119,691
"02M114","7",2009,"ELA",116,692
"02M114","7",2010,"ELA",127,693
"02M114","7",2011,"ELA",126,685
"02M114","7",2012,"ELA",169,681
"02M114","8",2006,"ELA",109,688
"02M114","8",2007,"ELA",108,698
"02M114","8",2008,"ELA",115,694
"02M114","8",2009,"ELA",118,684
"02M114","8",2010,"ELA",115,684
"02M114","8",2011,"ELA",126,674
"02M114","8",2012,"ELA",123,677
"02M114","All Grades",2006,"ELA",341,NA
"02M114","All Grades",2007,"ELA",349,NA
"02M114","All Grades",2008,"ELA",355,NA
"02M114","All Grades",2009,"ELA",368,NA
"02M114","All Grades",2010,"ELA",378,NA
"02M114","All Grades",2011,"ELA",422,680
"02M114","All Grades",2012,"ELA",438,679
"02M116","3",2006,"ELA",124,702
"02M116","3",2007,"ELA",106,708
"02M116","3",2008,"ELA",107,687
"02M116","3",2009,"ELA",125,692
"02M116","3",2010,"ELA",127,690
"02M116","3",2011,"ELA",133,673
"02M116","3",2012,"ELA",126,676
"02M116","4",2006,"ELA",97,690
"02M116","4",2007,"ELA",130,699
"02M116","4",2008,"ELA",107,696
"02M116","4",2009,"ELA",109,701
"02M116","4",2010,"ELA",119,689
"02M116","4",2011,"ELA",124,696
"02M116","4",2012,"ELA",129,689
"02M116","5",2006,"ELA",128,681
"02M116","5",2007,"ELA",94,698
"02M116","5",2008,"ELA",128,689
"02M116","5",2009,"ELA",107,707
"02M116","5",2010,"ELA",98,692
"02M116","5",2011,"ELA",113,680
"02M116","5",2012,"ELA",125,684
"02M116","All Grades",2006,"ELA",349,NA
"02M116","All Grades",2007,"ELA",330,NA
"02M116","All Grades",2008,"ELA",342,NA
"02M116","All Grades",2009,"ELA",341,NA
"02M116","All Grades",2010,"ELA",344,NA
"02M116","All Grades",2011,"ELA",370,683
"02M116","All Grades",2012,"ELA",380,683
"02M124","3",2006,"ELA",129,690
"02M124","3",2007,"ELA",170,684
"02M124","3",2008,"ELA",153,675
"02M124","3",2009,"ELA",157,685
"02M124","3",2010,"ELA",141,676
"02M124","3",2011,"ELA",132,672
"02M124","3",2012,"ELA",152,675
"02M124","4",2006,"ELA",141,682
"02M124","4",2007,"ELA",142,682
"02M124","4",2008,"ELA",165,686
"02M124","4",2009,"ELA",148,682
"02M124","4",2010,"ELA",149,689
"02M124","4",2011,"ELA",141,686
"02M124","4",2012,"ELA",132,690
"02M124","5",2006,"ELA",153,687
"02M124","5",2007,"ELA",145,682
"02M124","5",2008,"ELA",151,678
"02M124","5",2009,"ELA",162,691
"02M124","5",2010,"ELA",150,694
"02M124","5",2011,"ELA",149,677
"02M124","5",2012,"ELA",140,678
"02M124","All Grades",2006,"ELA",423,NA
"02M124","All Grades",2007,"ELA",457,NA
"02M124","All Grades",2008,"ELA",469,NA
"02M124","All Grades",2009,"ELA",467,NA
"02M124","All Grades",2010,"ELA",440,NA
"02M124","All Grades",2011,"ELA",422,678
"02M124","All Grades",2012,"ELA",424,681
"02M126","3",2006,"ELA",60,673
"02M126","3",2007,"ELA",42,662
"02M126","3",2008,"ELA",56,660
"02M126","3",2009,"ELA",52,677
"02M126","3",2010,"ELA",53,668
"02M126","3",2011,"ELA",63,663
"02M126","3",2012,"ELA",50,659
"02M126","4",2006,"ELA",56,651
"02M126","4",2007,"ELA",59,655
"02M126","4",2008,"ELA",39,676
"02M126","4",2009,"ELA",56,670
"02M126","4",2010,"ELA",52,666
"02M126","4",2011,"ELA",56,672
"02M126","4",2012,"ELA",67,672
"02M126","5",2006,"ELA",43,662
"02M126","5",2007,"ELA",57,651
"02M126","5",2008,"ELA",60,669
"02M126","5",2009,"ELA",44,672
"02M126","5",2010,"ELA",58,676
"02M126","5",2011,"ELA",55,667
"02M126","5",2012,"ELA",56,668
"02M126","6",2006,"ELA",87,660
"02M126","6",2007,"ELA",100,666
"02M126","6",2008,"ELA",112,660
"02M126","6",2009,"ELA",110,668
"02M126","6",2010,"ELA",104,666
"02M126","6",2011,"ELA",119,667
"02M126","6",2012,"ELA",116,669
"02M126","7",2006,"ELA",79,654
"02M126","7",2007,"ELA",86,670
"02M126","7",2008,"ELA",97,675
"02M126","7",2009,"ELA",112,677
"02M126","7",2010,"ELA",110,686
"02M126","7",2011,"ELA",96,671
"02M126","7",2012,"ELA",114,672
"02M126","8",2006,"ELA",104,652
