"dbn","grade","year","subject","n","score"
"10X342","8",2009,"Math",56,666
"10X342","8",2010,"Math",62,656
"10X342","8",2011,"Math",50,662
"10X342","8",2012,"Math",73,670
"10X342","All Grades",2007,"Math",110,NA
"10X342","All Grades",2008,"Math",109,NA
"10X342","All Grades",2009,"Math",110,NA
"10X342","All Grades",2010,"Math",145,NA
"10X342","All Grades",2011,"Math",159,657
"10X342","All Grades",2012,"Math",186,673
"10X344","3",2009,"Math",14,707
"10X344","3",2010,"Math",38,704
"10X344","3",2011,"Math",22,692
"10X344","3",2012,"Math",25,694
"10X344","4",2010,"Math",17,693
"10X344","4",2011,"Math",33,692
"10X344","4",2012,"Math",23,702
"10X344","5",2011,"Math",18,701
"10X344","5",2012,"Math",35,688
"10X344","All Grades",2009,"Math",14,NA
"10X344","All Grades",2010,"Math",55,NA
"10X344","All Grades",2011,"Math",73,694
"10X344","All Grades",2012,"Math",83,694
"10X360","3",2006,"Math",66,656
"10X360","3",2007,"Math",80,661
"10X360","3",2008,"Math",76,667
"10X360","3",2009,"Math",65,674
"10X360","3",2010,"Math",76,685
"10X360","3",2011,"Math",60,674
"10X360","3",2012,"Math",69,678
"10X360","4",2006,"Math",72,656
"10X360","4",2007,"Math",71,657
"10X360","4",2008,"Math",79,653
"10X360","4",2009,"Math",69,667
"10X360","4",2010,"Math",73,663
"10X360","4",2011,"Math",77,670
"10X360","4",2012,"Math",57,681
"10X360","5",2006,"Math",71,635
"10X360","5",2007,"Math",77,653
"10X360","5",2008,"Math",70,657
"10X360","5",2009,"Math",81,664
"10X360","5",2010,"Math",62,673
"10X360","5",2011,"Math",74,670
"10X360","5",2012,"Math",77,671
"10X360","6",2006,"Math",54,645
"10X360","6",2007,"Math",55,659
"10X360","6",2008,"Math",61,664
"10X360","6",2009,"Math",61,670
"10X360","6",2010,"Math",70,675
"10X360","6",2011,"Math",61,671
"10X360","6",2012,"Math",65,665
"10X360","All Grades",2006,"Math",263,NA
"10X360","All Grades",2007,"Math",283,NA
"10X360","All Grades",2008,"Math",286,NA
"10X360","All Grades",2009,"Math",276,NA
"10X360","All Grades",2010,"Math",281,NA
"10X360","All Grades",2011,"Math",272,671
"10X360","All Grades",2012,"Math",268,674
"10X363","6",2011,"Math",124,651
"10X363","6",2012,"Math",126,650
"10X363","7",2011,"Math",39,640
"10X363","7",2012,"Math",132,643
"10X363","8",2012,"Math",41,645
"10X363","All Grades",2011,"Math",163,648
"10X363","All Grades",2012,"Math",299,646
"10X368","6",2006,"Math",163,643
"10X368","6",2007,"Math",147,645
"10X368","6",2008,"Math",117,661
"10X368","6",2009,"Math",160,670
"10X368","6",2010,"Math",151,678
"10X368","6",2011,"Math",125,679
"10X368","6",2012,"Math",156,673
"10X368","7",2006,"Math",194,634
"10X368","7",2007,"Math",185,653
"10X368","7",2008,"Math",162,664
"10X368","7",2009,"Math",164,674
"10X368","7",2010,"Math",215,666
"10X368","7",2011,"Math",217,673
"10X368","7",2012,"Math",191,664
"10X368","8",2006,"Math",219,632
"10X368","8",2007,"Math",190,640
"10X368","8",2008,"Math",178,660
"10X368","8",2009,"Math",159,666
"10X368","8",2010,"Math",177,677
"10X368","8",2011,"Math",220,667
"10X368","8",2012,"Math",221,674
"10X368","All Grades",2006,"Math",576,NA
"10X368","All Grades",2007,"Math",522,NA
"10X368","All Grades",2008,"Math",457,NA
"10X368","All Grades",2009,"Math",483,NA
"10X368","All Grades",2010,"Math",543,NA
"10X368","All Grades",2011,"Math",562,672
"10X368","All Grades",2012,"Math",568,670
"10X382","3",2010,"Math",96,677
"10X382","3",2011,"Math",76,680
"10X382","3",2012,"Math",63,686
"10X382","4",2011,"Math",92,665
"10X382","4",2012,"Math",75,681
"10X382","5",2012,"Math",85,683
"10X382","All Grades",2010,"Math",96,NA
"10X382","All Grades",2011,"Math",168,672
"10X382","All Grades",2012,"Math",223,683
"10X386","3",2010,"Math",85,669
"10X386","3",2011,"Math",78,680
"10X386","3",2012,"Math",75,685
"10X386","4",2011,"Math",73,661
"10X386","4",2012,"Math",71,671
"10X386","5",2012,"Math",70,695
"10X386","All Grades",2010,"Math",85,NA
"10X386","All Grades",2011,"Math",151,671
"10X386","All Grades",2012,"Math",216,683
"10X390","5",2006,"Math",153,623
"10X390","5",2007,"Math",124,642
"10X390","5",2008,"Math",102,654
"10X390","5",2009,"Math",94,656
"10X390","5",2010,"Math",117,655
"10X390","5",2011,"Math",132,653
"10X390","6",2006,"Math",162,619
"10X390","6",2007,"Math",144,641
"10X390","6",2008,"Math",120,655
"10X390","6",2009,"Math",121,663
"10X390","6",2010,"Math",115,671
"10X390","6",2011,"Math",118,671
"10X390","6",2012,"Math",159,660
"10X390","7",2006,"Math",146,633
"10X390","7",2007,"Math",138,633
"10X390","7",2008,"Math",142,648
"10X390","7",2009,"Math",127,664
"10X390","7",2010,"Math",152,663
"10X390","7",2011,"Math",117,664
"10X390","7",2012,"Math",121,656
"10X390","8",2006,"Math",175,634
"10X390","8",2007,"Math",143,637
"10X390","8",2008,"Math",140,645
"10X390","8",2009,"Math",150,654
"10X390","8",2010,"Math",143,660
"10X390","8",2011,"Math",141,666
"10X390","8",2012,"Math",128,665
"10X390","All Grades",2006,"Math",636,NA
"10X390","All Grades",2007,"Math",549,NA
"10X390","All Grades",2008,"Math",504,NA
"10X390","All Grades",2009,"Math",492,NA
"10X390","All Grades",2010,"Math",527,NA
"10X390","All Grades",2011,"Math",508,663
"10X390","All Grades",2012,"Math",408,660
"10X391","6",2006,"Math",255,618
"10X391","6",2007,"Math",248,630
"10X391","6",2008,"Math",223,635
"10X391","6",2009,"Math",209,655
"10X391","6",2010,"Math",208,647
"10X391","6",2011,"Math",179,655
"10X391","6",2012,"Math",194,658
"10X391","7",2006,"Math",285,611
"10X391","7",2007,"Math",248,638
"10X391","7",2008,"Math",252,643
"10X391","7",2009,"Math",248,650
"10X391","7",2010,"Math",208,652
"10X391","7",2011,"Math",224,650
"10X391","7",2012,"Math",192,650
"10X391","8",2006,"Math",290,606
"10X391","8",2007,"Math",282,620
"10X391","8",2008,"Math",237,631
"10X391","8",2009,"Math",244,649
"10X391","8",2010,"Math",241,653
"10X391","8",2011,"Math",204,655
"10X391","8",2012,"Math",207,656
"10X391","All Grades",2006,"Math",830,NA
"10X391","All Grades",2007,"Math",778,NA
"10X391","All Grades",2008,"Math",712,NA
"10X391","All Grades",2009,"Math",701,NA
"10X391","All Grades",2010,"Math",657,NA
"10X391","All Grades",2011,"Math",607,653
"10X391","All Grades",2012,"Math",593,654
"10X396","3",2006,"Math",64,653
"10X396","3",2007,"Math",45,667
"10X396","3",2008,"Math",48,665
"10X396","3",2009,"Math",41,688
"10X396","3",2010,"Math",38,699
"10X396","3",2011,"Math",33,682
"10X396","3",2012,"Math",55,682
"10X396","4",2006,"Math",50,653
"10X396","4",2007,"Math",49,658
"10X396","4",2008,"Math",40,665
"10X396","4",2009,"Math",50,678
"10X396","4",2010,"Math",46,688
"10X396","4",2011,"Math",38,690
"10X396","4",2012,"Math",36,675
"10X396","5",2012,"Math",47,675
"10X396","All Grades",2006,"Math",114,NA
"10X396","All Grades",2007,"Math",94,NA
"10X396","All Grades",2008,"Math",88,NA
"10X396","All Grades",2009,"Math",91,NA
"10X396","All Grades",2010,"Math",84,NA
"10X396","All Grades",2011,"Math",71,686
"10X396","All Grades",2012,"Math",138,678
"10X399","6",2006,"Math",226,613
"10X399","6",2007,"Math",233,632
"10X399","6",2008,"Math",229,637
"10X399","6",2009,"Math",219,650
"10X399","7",2006,"Math",250,615
"10X399","7",2007,"Math",252,621
"10X399","7",2008,"Math",257,637
"10X399","7",2009,"Math",227,649
"10X399","7",2010,"Math",223,646
"10X399","7",2011,"Math",11,629
"10X399","8",2006,"Math",262,612
"10X399","8",2007,"Math",248,617
"10X399","8",2008,"Math",227,629
"10X399","8",2009,"Math",236,644
"10X399","8",2010,"Math",213,652
"10X399","8",2011,"Math",226,644
"10X399","All Grades",2006,"Math",738,NA
"10X399","All Grades",2007,"Math",733,NA
"10X399","All Grades",2008,"Math",713,NA
"10X399","All Grades",2009,"Math",682,NA
"10X399","All Grades",2010,"Math",436,NA
"10X399","All Grades",2011,"Math",237,643
"10X447","6",2010,"Math",139,671
"10X447","6",2011,"Math",94,661
"10X447","6",2012,"Math",144,658
"10X447","7",2011,"Math",150,663
"10X447","7",2012,"Math",101,664
"10X447","8",2012,"Math",145,667
"10X447","All Grades",2010,"Math",139,NA
"10X447","All Grades",2011,"Math",244,662
"10X447","All Grades",2012,"Math",390,663
"10X459","6",2010,"Math",114,643
"10X459","6",2011,"Math",80,669
"10X459","6",2012,"Math",98,670
"10X459","7",2011,"Math",131,661
"10X459","7",2012,"Math",90,657
"10X459","8",2012,"Math",134,663
"10X459","All Grades",2010,"Math",114,NA
"10X459","All Grades",2011,"Math",211,664
"10X459","All Grades",2012,"Math",322,663
"11X016","3",2006,"Math",117,680
"11X016","3",2007,"Math",105,678
"11X016","3",2008,"Math",91,683
"11X016","3",2009,"Math",102,687
"11X016","3",2010,"Math",112,680
"11X016","3",2011,"Math",94,675
"11X016","3",2012,"Math",90,678
"11X016","4",2006,"Math",112,664
"11X016","4",2007,"Math",110,657
"11X016","4",2008,"Math",101,675
"11X016","4",2009,"Math",92,680
"11X016","4",2010,"Math",107,672
"11X016","4",2011,"Math",105,675
"11X016","4",2012,"Math",95,673
"11X016","5",2006,"Math",114,659
"11X016","5",2007,"Math",110,661
"11X016","5",2008,"Math",95,674
"11X016","5",2009,"Math",101,679
"11X016","5",2010,"Math",93,678
"11X016","5",2011,"Math",105,687
"11X016","5",2012,"Math",99,679
"11X016","All Grades",2006,"Math",343,NA
"11X016","All Grades",2007,"Math",325,NA
"11X016","All Grades",2008,"Math",287,NA
"11X016","All Grades",2009,"Math",295,NA
"11X016","All Grades",2010,"Math",312,NA
"11X016","All Grades",2011,"Math",304,679
"11X016","All Grades",2012,"Math",284,677
"11X019","3",2006,"Math",48,694
"11X019","3",2007,"Math",56,703
"11X019","3",2008,"Math",53,700
"11X019","3",2009,"Math",56,690
"11X019","3",2010,"Math",53,694
"11X019","3",2011,"Math",52,685
"11X019","3",2012,"Math",57,694
"11X019","4",2006,"Math",45,687
"11X019","4",2007,"Math",55,681
"11X019","4",2008,"Math",55,691
"11X019","4",2009,"Math",55,693
"11X019","4",2010,"Math",62,683
"11X019","4",2011,"Math",47,703
"11X019","4",2012,"Math",49,703
"11X019","5",2006,"Math",43,695
"11X019","5",2007,"Math",52,681
"11X019","5",2008,"Math",57,694
"11X019","5",2009,"Math",58,697
"11X019","5",2010,"Math",65,694
"11X019","5",2011,"Math",60,698
"11X019","5",2012,"Math",46,705
"11X019","6",2006,"Math",56,675
"11X019","6",2007,"Math",55,682
"11X019","6",2008,"Math",58,690
"11X019","6",2009,"Math",65,687
"11X019","6",2010,"Math",63,685
"11X019","6",2011,"Math",64,689
"11X019","6",2012,"Math",64,699
"11X019","7",2006,"Math",48,669
"11X019","7",2007,"Math",61,684
"11X019","7",2008,"Math",54,686
"11X019","7",2009,"Math",67,682
"11X019","7",2010,"Math",69,680
"11X019","7",2011,"Math",67,687
"11X019","7",2012,"Math",66,688
"11X019","8",2006,"Math",63,670
"11X019","8",2007,"Math",47,686
"11X019","8",2008,"Math",62,684
"11X019","8",2009,"Math",59,684
"11X019","8",2010,"Math",70,684
"11X019","8",2011,"Math",62,689
"11X019","8",2012,"Math",67,687
"11X019","All Grades",2006,"Math",303,NA
"11X019","All Grades",2007,"Math",326,NA
"11X019","All Grades",2008,"Math",339,NA
"11X019","All Grades",2009,"Math",360,NA
"11X019","All Grades",2010,"Math",382,NA
"11X019","All Grades",2011,"Math",352,692
"11X019","All Grades",2012,"Math",349,695
"11X021","3",2006,"Math",123,666
"11X021","3",2007,"Math",130,668
"11X021","3",2008,"Math",151,675
"11X021","3",2009,"Math",147,670
"11X021","3",2010,"Math",134,676
"11X021","3",2011,"Math",167,670
"11X021","3",2012,"Math",152,677
"11X021","4",2006,"Math",136,654
"11X021","4",2007,"Math",108,665
"11X021","4",2008,"Math",128,667
"11X021","4",2009,"Math",144,669
"11X021","4",2010,"Math",152,672
"11X021","4",2011,"Math",125,672
"11X021","4",2012,"Math",141,669
"11X021","5",2006,"Math",168,648
"11X021","5",2007,"Math",137,661
"11X021","5",2008,"Math",112,669
"11X021","5",2009,"Math",133,668
"11X021","5",2010,"Math",148,667
"11X021","5",2011,"Math",144,676
"11X021","5",2012,"Math",126,678
"11X021","All Grades",2006,"Math",427,NA
"11X021","All Grades",2007,"Math",375,NA
"11X021","All Grades",2008,"Math",391,NA
"11X021","All Grades",2009,"Math",424,NA
"11X021","All Grades",2010,"Math",434,NA
"11X021","All Grades",2011,"Math",436,673
"11X021","All Grades",2012,"Math",419,675
"11X041","3",2006,"Math",149,668
"11X041","3",2007,"Math",156,671
"11X041","3",2008,"Math",124,679
"11X041","3",2009,"Math",159,672
"11X041","3",2010,"Math",149,688
"11X041","3",2011,"Math",143,679
"11X041","3",2012,"Math",156,674
"11X041","4",2006,"Math",171,661
"11X041","4",2007,"Math",144,664
"11X041","4",2008,"Math",146,671
"11X041","4",2009,"Math",135,688
"11X041","4",2010,"Math",159,684
"11X041","4",2011,"Math",161,685
"11X041","4",2012,"Math",130,686
"11X041","5",2006,"Math",137,656
"11X041","5",2007,"Math",185,658
"11X041","5",2008,"Math",149,672
"11X041","5",2009,"Math",152,691
"11X041","5",2010,"Math",136,691
"11X041","5",2011,"Math",162,684
"11X041","5",2012,"Math",156,674
"11X041","All Grades",2006,"Math",457,NA
"11X041","All Grades",2007,"Math",485,NA
"11X041","All Grades",2008,"Math",419,NA
"11X041","All Grades",2009,"Math",446,NA
"11X041","All Grades",2010,"Math",444,NA
"11X041","All Grades",2011,"Math",466,683
"11X041","All Grades",2012,"Math",442,678
"11X068","3",2006,"Math",150,675
"11X068","3",2007,"Math",148,680
"11X068","3",2008,"Math",133,680
"11X068","3",2009,"Math",118,682
"11X068","3",2010,"Math",126,682
"11X068","3",2011,"Math",127,675
"11X068","3",2012,"Math",134,681
"11X068","4",2006,"Math",129,662
"11X068","4",2007,"Math",164,659
"11X068","4",2008,"Math",148,677
"11X068","4",2009,"Math",138,679
"11X068","4",2010,"Math",119,677
"11X068","4",2011,"Math",128,678
"11X068","4",2012,"Math",133,672
"11X068","5",2006,"Math",117,653
"11X068","5",2007,"Math",122,671
"11X068","5",2008,"Math",170,663
"11X068","5",2009,"Math",149,679
"11X068","5",2010,"Math",144,673
"11X068","5",2011,"Math",126,682
"11X068","5",2012,"Math",134,680
"11X068","All Grades",2006,"Math",396,NA
"11X068","All Grades",2007,"Math",434,NA
"11X068","All Grades",2008,"Math",451,NA
"11X068","All Grades",2009,"Math",405,NA
"11X068","All Grades",2010,"Math",389,NA
"11X068","All Grades",2011,"Math",381,678
"11X068","All Grades",2012,"Math",401,678
"11X076","3",2006,"Math",169,682
"11X076","3",2007,"Math",170,685
"11X076","3",2008,"Math",201,691
"11X076","3",2009,"Math",166,688
"11X076","3",2010,"Math",199,689
"11X076","3",2011,"Math",206,683
"11X076","3",2012,"Math",182,682
"11X076","4",2006,"Math",189,673
"11X076","4",2007,"Math",170,682
"11X076","4",2008,"Math",174,684
"11X076","4",2009,"Math",217,690
"11X076","4",2010,"Math",187,681
"11X076","4",2011,"Math",200,685
"11X076","4",2012,"Math",190,684
"11X076","5",2006,"Math",154,665
"11X076","5",2007,"Math",182,681
"11X076","5",2008,"Math",178,683
"11X076","5",2009,"Math",187,694
"11X076","5",2010,"Math",218,693
"11X076","5",2011,"Math",174,684
"11X076","5",2012,"Math",208,688
"11X076","All Grades",2006,"Math",512,NA
"11X076","All Grades",2007,"Math",522,NA
"11X076","All Grades",2008,"Math",553,NA
"11X076","All Grades",2009,"Math",570,NA
"11X076","All Grades",2010,"Math",604,NA
"11X076","All Grades",2011,"Math",580,684
"11X076","All Grades",2012,"Math",580,685
"11X078","3",2006,"Math",142,665
"11X078","3",2007,"Math",129,671
"11X078","3",2008,"Math",144,669
"11X078","3",2009,"Math",122,670
"11X078","3",2010,"Math",134,676
"11X078","3",2011,"Math",127,671
"11X078","3",2012,"Math",132,668
"11X078","4",2006,"Math",123,656
"11X078","4",2007,"Math",142,656
"11X078","4",2008,"Math",122,664
"11X078","4",2009,"Math",154,668
"11X078","4",2010,"Math",110,669
"11X078","4",2011,"Math",130,674
"11X078","4",2012,"Math",111,674
"11X078","5",2006,"Math",126,651
"11X078","5",2007,"Math",126,655
"11X078","5",2008,"Math",134,655
"11X078","5",2009,"Math",114,672
"11X078","5",2010,"Math",144,667
"11X078","5",2011,"Math",110,674
"11X078","5",2012,"Math",118,674
"11X078","All Grades",2006,"Math",391,NA
"11X078","All Grades",2007,"Math",397,NA
"11X078","All Grades",2008,"Math",400,NA
"11X078","All Grades",2009,"Math",390,NA
"11X078","All Grades",2010,"Math",388,NA
"11X078","All Grades",2011,"Math",367,673
"11X078","All Grades",2012,"Math",361,672
"11X083","3",2006,"Math",154,684
"11X083","3",2007,"Math",156,691
"11X083","3",2008,"Math",155,692
"11X083","3",2009,"Math",167,698
"11X083","3",2010,"Math",162,700
"11X083","3",2011,"Math",166,690
"11X083","3",2012,"Math",189,695
"11X083","4",2006,"Math",164,673
"11X083","4",2007,"Math",164,676
"11X083","4",2008,"Math",171,684
"11X083","4",2009,"Math",171,688
"11X083","4",2010,"Math",160,687
"11X083","4",2011,"Math",189,690
"11X083","4",2012,"Math",171,693
"11X083","5",2006,"Math",165,654
"11X083","5",2007,"Math",168,668
"11X083","5",2008,"Math",172,671
"11X083","5",2009,"Math",182,684
"11X083","5",2010,"Math",187,676
"11X083","5",2011,"Math",191,686
"11X083","5",2012,"Math",196,688
"11X083","6",2006,"Math",212,658
"11X083","6",2007,"Math",204,665
"11X083","6",2008,"Math",223,678
"11X083","6",2009,"Math",192,693
"11X083","6",2010,"Math",218,688
"11X083","6",2011,"Math",214,692
"11X083","6",2012,"Math",228,696
"11X083","7",2006,"Math",225,645
"11X083","7",2007,"Math",241,666
"11X083","7",2008,"Math",203,677
"11X083","7",2009,"Math",205,684
"11X083","7",2010,"Math",218,673
"11X083","7",2011,"Math",232,680
"11X083","7",2012,"Math",208,680
"11X083","8",2006,"Math",221,640
"11X083","8",2007,"Math",213,654
"11X083","8",2008,"Math",231,668
"11X083","8",2009,"Math",220,670
"11X083","8",2010,"Math",210,675
"11X083","8",2011,"Math",214,678
"11X083","8",2012,"Math",223,682
"11X083","All Grades",2006,"Math",1141,NA
"11X083","All Grades",2007,"Math",1146,NA
"11X083","All Grades",2008,"Math",1155,NA
"11X083","All Grades",2009,"Math",1137,NA
"11X083","All Grades",2010,"Math",1155,NA
"11X083","All Grades",2011,"Math",1206,686
"11X083","All Grades",2012,"Math",1215,689
"11X087","3",2006,"Math",100,656
"11X087","3",2007,"Math",94,672
"11X087","3",2008,"Math",83,680
"11X087","3",2009,"Math",80,678
"11X087","3",2010,"Math",96,679
"11X087","3",2011,"Math",104,671
"11X087","3",2012,"Math",110,675
"11X087","4",2006,"Math",112,654
"11X087","4",2007,"Math",89,664
"11X087","4",2008,"Math",87,665
"11X087","4",2009,"Math",92,681
"11X087","4",2010,"Math",94,673
"11X087","4",2011,"Math",92,676
"11X087","4",2012,"Math",102,677
"11X087","5",2006,"Math",87,647
"11X087","5",2007,"Math",103,654
"11X087","5",2008,"Math",88,657
"11X087","5",2009,"Math",96,672
"11X087","5",2010,"Math",104,667
"11X087","5",2011,"Math",87,677
"11X087","5",2012,"Math",88,673
"11X087","All Grades",2006,"Math",299,NA
"11X087","All Grades",2007,"Math",286,NA
"11X087","All Grades",2008,"Math",258,NA
"11X087","All Grades",2009,"Math",268,NA
"11X087","All Grades",2010,"Math",294,NA
"11X087","All Grades",2011,"Math",283,674
"11X087","All Grades",2012,"Math",300,675
"11X089","3",2006,"Math",147,665
"11X089","3",2007,"Math",119,679
"11X089","3",2008,"Math",116,681
"11X089","3",2009,"Math",131,676
"11X089","3",2010,"Math",107,681
"11X089","3",2011,"Math",122,679
"11X089","3",2012,"Math",137,682
"11X089","4",2006,"Math",157,657
"11X089","4",2007,"Math",133,665
"11X089","4",2008,"Math",114,663
"11X089","4",2009,"Math",112,676
"11X089","4",2010,"Math",130,666
"11X089","4",2011,"Math",120,667
"11X089","4",2012,"Math",121,673
"11X089","5",2006,"Math",158,654
"11X089","5",2007,"Math",139,661
"11X089","5",2008,"Math",143,668
"11X089","5",2009,"Math",125,677
"11X089","5",2010,"Math",116,681
"11X089","5",2011,"Math",122,671
"11X089","5",2012,"Math",123,660
"11X089","6",2006,"Math",200,645
"11X089","6",2007,"Math",169,667
"11X089","6",2008,"Math",160,667
"11X089","6",2009,"Math",186,666
"11X089","6",2010,"Math",147,671
"11X089","6",2011,"Math",163,673
"11X089","6",2012,"Math",176,676
"11X089","7",2006,"Math",170,645
"11X089","7",2007,"Math",185,660
"11X089","7",2008,"Math",161,661
"11X089","7",2009,"Math",167,675
"11X089","7",2010,"Math",165,670
"11X089","7",2011,"Math",149,673
"11X089","7",2012,"Math",173,671
"11X089","8",2006,"Math",196,641
"11X089","8",2007,"Math",175,650
"11X089","8",2008,"Math",179,656
"11X089","8",2009,"Math",162,662
"11X089","8",2010,"Math",158,662
"11X089","8",2011,"Math",176,664
"11X089","8",2012,"Math",155,669
"11X089","All Grades",2006,"Math",1028,NA
"11X089","All Grades",2007,"Math",920,NA
"11X089","All Grades",2008,"Math",873,NA
"11X089","All Grades",2009,"Math",883,NA
"11X089","All Grades",2010,"Math",823,NA
"11X089","All Grades",2011,"Math",852,671
"11X089","All Grades",2012,"Math",885,672
"11X096","3",2006,"Math",184,674
"11X096","3",2007,"Math",164,688
"11X096","3",2008,"Math",168,695
"11X096","3",2009,"Math",170,702
"11X096","3",2010,"Math",171,706
"11X096","3",2011,"Math",167,687
"11X096","3",2012,"Math",161,686
"11X096","4",2006,"Math",170,674
"11X096","4",2007,"Math",167,674
"11X096","4",2008,"Math",157,691
"11X096","4",2009,"Math",159,700
"11X096","4",2010,"Math",175,697
"11X096","4",2011,"Math",162,693
"11X096","4",2012,"Math",164,692
"11X096","5",2006,"Math",165,668
"11X096","5",2007,"Math",147,671
"11X096","5",2008,"Math",162,681
"11X096","5",2009,"Math",155,684
"11X096","5",2010,"Math",157,688
"11X096","5",2011,"Math",164,693
"11X096","5",2012,"Math",180,689
"11X096","All Grades",2006,"Math",519,NA
"11X096","All Grades",2007,"Math",478,NA
"11X096","All Grades",2008,"Math",487,NA
"11X096","All Grades",2009,"Math",484,NA
"11X096","All Grades",2010,"Math",503,NA
"11X096","All Grades",2011,"Math",493,691
"11X096","All Grades",2012,"Math",505,689
"11X097","3",2006,"Math",115,671
"11X097","3",2007,"Math",112,686
"11X097","3",2008,"Math",123,681
"11X097","3",2009,"Math",109,691
"11X097","3",2010,"Math",118,691
"11X097","3",2011,"Math",118,682
"11X097","3",2012,"Math",111,682
"11X097","4",2006,"Math",127,666
"11X097","4",2007,"Math",112,680
"11X097","4",2008,"Math",111,680
"11X097","4",2009,"Math",120,680
"11X097","4",2010,"Math",98,688
"11X097","4",2011,"Math",123,696
"11X097","4",2012,"Math",127,691
"11X097","5",2006,"Math",111,665
"11X097","5",2007,"Math",112,664
"11X097","5",2008,"Math",113,671
"11X097","5",2009,"Math",107,679
"11X097","5",2010,"Math",115,682
"11X097","5",2011,"Math",105,685
"11X097","5",2012,"Math",131,696
"11X097","All Grades",2006,"Math",353,NA
"11X097","All Grades",2007,"Math",336,NA
"11X097","All Grades",2008,"Math",347,NA
"11X097","All Grades",2009,"Math",336,NA
"11X097","All Grades",2010,"Math",331,NA
"11X097","All Grades",2011,"Math",346,688
"11X097","All Grades",2012,"Math",369,690
"11X103","3",2006,"Math",211,660
"11X103","3",2007,"Math",211,672
"11X103","3",2008,"Math",178,677
"11X103","3",2009,"Math",180,678
"11X103","3",2010,"Math",198,679
"11X103","3",2011,"Math",196,674
"11X103","3",2012,"Math",164,678
"11X103","4",2006,"Math",163,653
"11X103","4",2007,"Math",195,659
"11X103","4",2008,"Math",186,663
"11X103","4",2009,"Math",181,665
"11X103","4",2010,"Math",194,677
"11X103","4",2011,"Math",198,675
"11X103","4",2012,"Math",170,673
"11X103","5",2006,"Math",182,640
"11X103","5",2007,"Math",168,651
"11X103","5",2008,"Math",172,662
"11X103","5",2009,"Math",180,673
"11X103","5",2010,"Math",180,664
"11X103","5",2011,"Math",177,679
"11X103","5",2012,"Math",187,675
"11X103","All Grades",2006,"Math",556,NA
"11X103","All Grades",2007,"Math",574,NA
"11X103","All Grades",2008,"Math",536,NA
"11X103","All Grades",2009,"Math",541,NA
"11X103","All Grades",2010,"Math",572,NA
"11X103","All Grades",2011,"Math",571,676
"11X103","All Grades",2012,"Math",521,675
"11X105","3",2006,"Math",234,678
"11X105","3",2007,"Math",259,682
"11X105","3",2008,"Math",221,683
"11X105","3",2009,"Math",245,687
"11X105","3",2010,"Math",238,682
"11X105","3",2011,"Math",244,681
"11X105","3",2012,"Math",252,682
"11X105","4",2006,"Math",254,669
"11X105","4",2007,"Math",230,674
"11X105","4",2008,"Math",266,676
"11X105","4",2009,"Math",207,684
"11X105","4",2010,"Math",227,686
"11X105","4",2011,"Math",251,681
"11X105","4",2012,"Math",239,680
"11X105","5",2006,"Math",216,661
"11X105","5",2007,"Math",231,664
"11X105","5",2008,"Math",227,672
"11X105","5",2009,"Math",266,682
"11X105","5",2010,"Math",207,679
"11X105","5",2011,"Math",231,680
"11X105","5",2012,"Math",247,687
"11X105","All Grades",2006,"Math",704,NA
"11X105","All Grades",2007,"Math",720,NA
"11X105","All Grades",2008,"Math",714,NA
"11X105","All Grades",2009,"Math",718,NA
"11X105","All Grades",2010,"Math",672,NA
"11X105","All Grades",2011,"Math",726,680
"11X105","All Grades",2012,"Math",738,683
"11X106","3",2006,"Math",185,681
"11X106","3",2007,"Math",190,692
"11X106","3",2008,"Math",216,694
"11X106","3",2009,"Math",189,693
"11X106","3",2010,"Math",173,701
"11X106","3",2011,"Math",183,687
"11X106","3",2012,"Math",183,688
"11X106","4",2006,"Math",220,680
"11X106","4",2007,"Math",186,673
"11X106","4",2008,"Math",204,680
"11X106","4",2009,"Math",204,688
"11X106","4",2010,"Math",189,689
"11X106","4",2011,"Math",170,699
"11X106","4",2012,"Math",184,698
"11X106","5",2008,"Math",186,677
"11X106","5",2009,"Math",207,686
"11X106","5",2010,"Math",217,681
"11X106","5",2011,"Math",189,685
"11X106","5",2012,"Math",184,694
"11X106","All Grades",2006,"Math",405,NA
"11X106","All Grades",2007,"Math",376,NA
"11X106","All Grades",2008,"Math",606,NA
"11X106","All Grades",2009,"Math",600,NA
"11X106","All Grades",2010,"Math",579,NA
"11X106","All Grades",2011,"Math",542,690
"11X106","All Grades",2012,"Math",551,693
"11X108","3",2006,"Math",83,687
"11X108","3",2007,"Math",79,707
"11X108","3",2008,"Math",105,692
"11X108","3",2009,"Math",108,692
"11X108","3",2010,"Math",93,695
"11X108","3",2011,"Math",113,690
"11X108","3",2012,"Math",86,689
"11X108","4",2006,"Math",116,682
"11X108","4",2007,"Math",81,674
"11X108","4",2008,"Math",72,689
"11X108","4",2009,"Math",98,687
"11X108","4",2010,"Math",106,685
"11X108","4",2011,"Math",85,697
"11X108","4",2012,"Math",101,691
"11X108","5",2006,"Math",74,687
"11X108","5",2007,"Math",109,681
"11X108","5",2008,"Math",65,683
"11X108","5",2009,"Math",64,701
"11X108","5",2010,"Math",88,693
"11X108","5",2011,"Math",96,684
"11X108","5",2012,"Math",85,698
"11X108","All Grades",2006,"Math",273,NA
"11X108","All Grades",2007,"Math",269,NA
"11X108","All Grades",2008,"Math",242,NA
